"","site.pop","site","pop","rep","ind.x","ind.id","pop.tree","pop.name","mkleaf","sdkleaf","nkleaf","mkstem","sdkstem","nkstem","mkstem.sa.l","mWD","nWD","mleafsize","nhub","mstemlength","mstemarea","mleafarea","mleafmass","mstemmass","mLMF","mSLA","mLDMC","mml_ms","P50leaf","P50stem","mAl_As","log.Al_As","log.leafsize","cwd","aet","pet","ppt","tmn","tmx","cwd.2018wy","aet.2018wy","pet.2018wy","ppt.2018wy","tmn.2018wy","tmx.2018wy","cwd.2018ds","aet.2018ds","pet.2018ds","ppt.2018ds","tmn.2018ds","tmx.2018ds"
"11","H16","H","16","1","c","H16_1","SRD.1","SRD",2.69240760933333,0.260507760644806,3,27.3846773133333,9.50909109094165,3,494.706714628959,0.759807692307692,2,7.0047619047619,3,32.83,1.7504663377774,57.3333333333333,0.662133333333333,0.0596666666666667,0.917831179839473,86.587104989032,0.408157223355579,11.8151720633198,NA,-4.16,33.003585760747,1.51856112749927,0.845393377993611,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"12","H16","H","16","2","a","H16_2","SRD.2","SRD",2.98792124975,0.201475590743891,4,40.2254633,17.0877968384415,2,541.055648295528,0.759258289417695,2,3.16869161936902,3,281.63,7.23032894891808,118.612,1.68083333333333,1.20733333333333,0.630228582881121,72.9635942447751,0.490442064254191,2.08268148219109,-2.979062479,-6.086465064,17.4137332436682,1.24089188733319,0.500879975219597,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"13","H16","H","16","3","b","H16_3","SRD.3","SRD",2.5806847106,0.856014935723917,5,38.2739601833333,20.1765721325877,3,487.677852940436,0.780210699989181,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.46,22.6202185955429,1.3544967975116,NA,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"14","H16","H","16","4","b","H16_4","SRD.4","SRD",2.20765290875,0.355255041006338,4,38.35175684,3.14287825567218,3,498.678434949436,0.800058671977881,2,5.82151111111111,3,72.3233333333333,3.0097243023341,63.412,0.741233333333333,0.171066666666667,0.812798253985239,85.6155254765534,0.447812457319525,4.96546789345115,-3.475100482,-5.14,20.3773268179123,1.30914721085905,0.765035730703991,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"15","H16","H","16","5","b","H16_5","SRD.5","SRD",2.458030118,0.179189214708679,3,50.9880026333333,10.8471604808095,3,1359.72587276904,0.727447216890595,1,7.58220138888889,3,89.8666666666667,4.08417226069917,85.634,0.980933333333333,0.3093,0.787768304042542,89.093459687283,0.451981028688613,4.01351850644832,-3.004470416,-4.83,28.1507261363602,1.44948960177873,0.879795315426953,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"16","H18","H","18","1","c","H18_1","SON.1","SON",2.65301163033333,0.344227144374867,3,34.0099501066667,11.2834538491181,3,1063.19461586388,0.800146122534182,2,5.11574074074074,3,44.2666666666667,1.83759026488318,42.3333333333333,0.487966666666667,0.117133333333333,0.807671253393064,86.6502271940622,0.454599741636272,4.42421968689574,-4.455543036,-4.63,27.1218503293483,1.43331931500378,0.708908526870199,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"17","H18","H","18","2","a","H18_2","SON.2","SON",2.49398191466667,0.223344199466818,3,18.13298533,NA,1,570.702462935066,0.807672095872435,2,5.83807619047619,3,93.6733333333333,3.50071450902829,59.5883333333333,0.6485,0.2629,0.711443530349899,92.4352968915374,0.439491894921631,2.47105071787178,-3.640848863,-3.57,30.2065547202833,1.48010119361832,0.766269758498427,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"18","H18","H","18","3","c","H18_3","SON.3","SON",2.18508459725,0.346784778452101,4,45.088373835,25.1290836610378,4,566.001622513683,0.797716068819803,2,4.90587421837422,6,96.0766666666667,3.79032571918752,59.8333333333333,0.809483333333333,0.318216666666667,0.727195274510519,74.4122798498574,0.42422760731297,2.74224248745376,NA,-3.2,18.1284004572743,1.25835948621215,0.690716409144261,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"19","H18","H","18","4","b","H18_4","SON.4","SON",2.5872817665,0.467625766243665,4,26.767642,NA,1,578.672840301885,0.769269755656944,2,6.23230740740741,3,46.7333333333333,3.0690974936106,70.342,0.9122,0.143733333333333,0.871755579381135,77.6273554780063,0.460985516543729,8.4350064029999,-3.133497399,-5.21,20.941783057852,1.3210136562931,0.794648866687633,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"20","H18","H","18","5","b","H18_5","SON.5","SON",2.3850695755,0.365334535729982,4,31.16331154,5.49494194329775,3,267.6974248363,0.772601948127977,2,5.28719393939394,3,60.83,2.97624016008481,72.8623333333333,0.893733333333333,0.159466666666667,0.851039324947584,82.3742310791341,0.469668946786573,6.27927459723347,NA,-5.18,20.3452298602011,1.30846260087168,0.723225241039466,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.62001609802,297.379996776581,1317.00002098084,321.759994268417,9.21666671832404,24.4649998346965,38.5883340835571,15.4449996153514,54.0333350499471,40.2249995470047,5.34166673819224,18.5899998346964
"21","H22","H","22","1","c","H22_1","SJR.1","SJR",2.8209593035,0.867860888766865,4,54.0228426266667,4.22257396801196,3,746.749420377262,0.819160875037074,2,4.59444444444444,3,70.8733333333333,3.13101595859149,46.6666666666667,0.574566666666667,0.178233333333333,0.768769679756978,82.0188436584004,0.463930985661676,3.43638386044481,NA,-4.35,20.3589824759082,1.30875606854974,0.662233004449241,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.82999091968,311.769993782043,1405.59998321533,325.13999402523,9.70833337306976,25.4391667048136,42.6100000633548,18.8233332633972,61.4333330790202,48.3883322874704,5.25000007947286,18.8916664123535
"22","H22","H","22","3","a","H22_3","SJR.3","SJR",3.02743436466667,0.926512202940175,6,34.5476417833333,16.5831945280066,3,830.872312304287,0.757710073039205,2,5.59724634920635,3,130.92,3.9153145638795,116.583333333333,1.32283333333333,0.314333333333333,0.801624684088132,90.2406656989347,0.447120594931228,4.18515114960487,NA,-4.35,26.4513844785645,1.42244840815439,0.74797442174441,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.82999091968,311.769993782043,1405.59998321533,325.13999402523,9.70833337306976,25.4391667048136,42.6100000633548,18.8233332633972,61.4333330790202,48.3883322874704,5.25000007947286,18.8916664123535
"23","H22","H","22","5","c","H22_5","SJR.5","SJR",2.7807254652,0.482639671121568,5,62.7881765366667,11.3722757723549,3,866.203341999242,0.775080506655217,2,4.29960317460317,3,37.26,1.76699824215529,30.3333333333333,0.348333333333333,0.0661333333333333,0.836733117103524,87.1873653791377,0.41144625132184,6.00756640663536,-3.929485263,-4.91,16.4719526184878,1.21674508436526,0.633428374874293,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.82999091968,311.769993782043,1405.59998321533,325.13999402523,9.70833337306976,25.4391667048136,42.6100000633548,18.8233332633972,61.4333330790202,48.3883322874704,5.25000007947286,18.8916664123535
"24","H22","H","22","6","c","H22_6","SJR.6","SJR",2.31662403533333,0.325090027824039,3,35.610523945,20.3020108499019,4,348.870632408479,0.828090776040908,2,3.29901111111111,3,74.04,3.84036139899029,43.6213333333333,0.5319,0.193833333333333,0.744578341004973,83.388749064268,0.408479631601812,2.97446087130974,NA,NA,12.9503008625707,1.11227985810349,0.51838377825711,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.82999091968,311.769993782043,1405.59998321533,325.13999402523,9.70833337306976,25.4391667048136,42.6100000633548,18.8233332633972,61.4333330790202,48.3883322874704,5.25000007947286,18.8916664123535
"25","H22","H","22","8","b","H22_8","SJR.8","SJR",2.13379758833333,0.25832007597988,3,42.2804119433333,4.46807487578273,3,1857.79352181599,0.766368346679227,1,4.58328557312253,2,151.275,3.33378831080196,102.9055,1.1306,0.36215,0.755113589582192,91.4845563408663,0.466277942292856,3.14194563320168,NA,-1.871222193,33.0149164434627,1.51871020246655,0.661176917896638,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.82999091968,311.769993782043,1405.59998321533,325.13999402523,9.70833337306976,25.4391667048136,42.6100000633548,18.8233332633972,61.4333330790202,48.3883322874704,5.25000007947286,18.8916664123535
"26","H26","H","26","1","c","H26_1","SMR.1","SMR",2.76822163633333,0.560128546962107,3,27.794601785,16.9505713619198,2,183.701944767018,0.792815004008512,2,3.7042328042328,3,34.5266666666667,1.7433279415469,33,0.398733333333333,0.0670666666666667,0.86775796363989,84.0160792008279,0.396738532017819,7.03115561847288,NA,-5.67,17.0259643652489,1.23111172009406,0.568698273478702,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.59999847412,345.600002765655,1381.19999694824,294.329998731614,9.92999994754792,24.5266667207082,47.0033327738444,16.796666542689,63.8000005086263,46.6366664667925,7.03666663169861,19.7266666094462
"27","H26","H","26","3","c","H26_3","SMR.3","SMR",1.9746558545,0.592630814341088,4,51.427911565,15.5353896430841,2,1184.81918199257,0.729523051154617,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89885502,-4.06,26.2420395231921,1.41899758524809,NA,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.59999847412,345.600002765655,1381.19999694824,294.329998731614,9.92999994754792,24.5266667207082,47.0033327738444,16.796666542689,63.8000005086263,46.6366664667925,7.03666663169861,19.7266666094462
"28","H26","H","26","4","b","H26_4","SMR.4","SMR",2.84987484733333,0.539043573237531,3,58.188363955,22.3269970180571,2,820.808145607901,0.721684995112414,2,3.77246801346801,3,60.9833333333333,2.47538011580387,35.4636666666667,0.4129,0.1471,0.725675192343784,89.6155211012206,0.426701794357707,4.54845865402033,NA,-5.38,16.1917671543659,1.20929424983478,0.576625566106148,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.59999847412,345.600002765655,1381.19999694824,294.329998731614,9.92999994754792,24.5266667207082,47.0033327738444,16.796666542689,63.8000005086263,46.6366664667925,7.03666663169861,19.7266666094462
"29","H26","H","26","6","c","H26_6","SMR.6","SMR",2.66909295366667,0.460932838693805,3,38.3687254966667,9.98932337152216,3,445.571088365695,0.80246139416236,2,3.5,3,54.9,1.79422174208476,36.3333333333333,0.465433333333333,0.108233333333333,0.811245258868967,78.2219949779118,0.41913753922287,4.59558365922436,-3.695183058,-3.87,16.6285545261689,1.22085449885316,0.544068044350276,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.59999847412,345.600002765655,1381.19999694824,294.329998731614,9.92999994754792,24.5266667207082,47.0033327738444,16.796666542689,63.8000005086263,46.6366664667925,7.03666663169861,19.7266666094462
"30","H26","H","26","8","c","H26_8","SMR.8","SMR",2.0254560162,0.123065721253274,5,55.3635198633333,18.5887932249072,3,863.860629364803,0.74197949545816,2,3.4284,3,194.77,4.38993649297565,53.175,0.5516,0.5054,0.528401115010754,97.6531466651404,0.40922365845693,1.14882986290471,-3.843780705,-3.95,15.4816357604963,1.18981684550877,0.535091486430368,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.59999847412,345.600002765655,1381.19999694824,294.329998731614,9.92999994754792,24.5266667207082,47.0033327738444,16.796666542689,63.8000005086263,46.6366664667925,7.03666663169861,19.7266666094462
"31","H3","H","3","1","b","H3_1","LYN.1","LYN",2.82913306525,0.594514117707055,4,29.95580838,8.94488009206541,2,300.962861650098,0.748462746512419,3,3.84093086080586,6,103.435,3.60412381388958,50.4921666666667,0.648233333333333,0.260066666666667,0.724321452038683,78.2856744484826,0.441289144998513,3.16158801241498,-3.59788348,-3.971999383,14.6173502678658,1.16486865385718,0.584436489659124,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149991989136,493.950004816055,1178.10000038147,704.280000265688,9.75333344936371,22.9466663996378,30.4866666793823,9.31333323319752,39.799999554952,90.6033327579498,5.31500005722045,16.2583332061767
"32","H3","H","3","2","a","H3_2","LYN.2","LYN",2.636617401,0.408595592471596,6,41.24301282,14.8787283470162,4,533.8219581518,0.766192601804597,2,4.43244206773619,3,73.6266666666667,4.00647892891749,54.3333333333333,0.775633333333333,0.2852,0.768601369235592,71.7486882776809,0.43594161030797,4.13132143519146,-4.31134542,-4.8,17.7217300817423,1.24850611756665,0.646643068057069,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149991989136,493.950004816055,1178.10000038147,704.280000265688,9.75333344936371,22.9466663996378,30.4866666793823,9.31333323319752,39.799999554952,90.6033327579498,5.31500005722045,16.2583332061767
"33","H3","H","3","3","b","H3_3","LYN.3","LYN",2.9492235555,0.68269470092875,4,41.32474582,14.477529185365,3,509.408861919144,0.768,1,6.66161616161616,3,95.9333333333333,4.15541078228873,81,1.11373333333333,0.345766666666667,0.784561694661772,74.2478489560515,0.438384250459123,3.97990166386748,NA,-3.86,20.7296615919797,1.31659221237194,0.823579605284834,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149991989136,493.950004816055,1178.10000038147,704.280000265688,9.75333344936371,22.9466663996378,30.4866666793823,9.31333323319752,39.799999554952,90.6033327579498,5.31500005722045,16.2583332061767
"34","H3","H","3","5","c","H3_5","LYN.5","LYN",2.95966686233333,0.342234282489021,3,31.7316807566667,7.64147811953518,3,836.057107941399,NA,NA,6.09292929292929,3,112.99,5.71130490630145,90,1.41393333333333,0.540033333333333,0.760473546511656,66.3550447445885,0.42388218340819,3.44381806761812,NA,-4.19,18.4694450605646,1.26645384667169,0.784826138264168,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149991989136,493.950004816055,1178.10000038147,704.280000265688,9.75333344936371,22.9466663996378,30.4866666793823,9.31333323319752,39.799999554952,90.6033327579498,5.31500005722045,16.2583332061767
"35","H3","H","3","6","a","H3_6","LYN.6","LYN",2.38262159425,0.498301917096529,4,48.7395718633333,7.97914725705088,3,1148.92369196442,0.763744316515228,2,6.69857804232804,6,61.05,3.05997087690816,57.6403333333333,0.743583333333333,0.1769,0.840023129352379,78.2403176946667,0.424894859747873,6.63744682370729,-4.564735474,NA,21.5875262840864,1.33420287935498,0.825982621519988,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149991989136,493.950004816055,1178.10000038147,704.280000265688,9.75333344936371,22.9466663996378,30.4866666793823,9.31333323319752,39.799999554952,90.6033327579498,5.31500005722045,16.2583332061767
"36","W1","W","1","1",NA,"W1_1","SMT.1","SMT",1.97586133375,0.255080040611516,4,39.0622800866667,11.594582041046,3,1884.88903567296,0.768968594773748,3,8.04761904761905,3,39.3966666666667,2.25739140123695,65.3333333333333,0.7155,0.0928,0.886440220334172,90.688884027698,0.423861764939599,9.7785409848884,-4.47,-3.09,37.4481867496011,1.57343079389911,0.905667409879754,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.270004272461,467.129999876022,1186.40000152588,759.229991018772,10.1983335415522,24.6733333269755,31.0766671498617,9.20666674772898,40.2833340962728,98.4949990113577,5.08166670799255,17.7699998219808
"37","W1","W","1","2",NA,"W1_2","SMT.2","SMT",1.41852217766667,0.14675386571036,3,29.1742739566667,28.5243744156752,3,352.16638668393,0.74879539124588,3,12.4154158730159,3,63.4033333333333,3.63965435385257,105.03,1.11393333333333,0.272633333333333,0.866720259958878,92.0433597661241,0.436294412052871,11.2185973884845,NA,NA,25.6275322833157,1.40870678927688,1.09396127148068,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.270004272461,467.129999876022,1186.40000152588,759.229991018772,10.1983335415522,24.6733333269755,31.0766671498617,9.20666674772898,40.2833340962728,98.4949990113577,5.08166670799255,17.7699998219808
"38","W1","W","1","3",NA,"W1_3","SMT.3","SMT",1.84235105066667,0.0392104460998846,3,28.16575581,2.82484941869501,3,235.86801807775,0.756711652342487,3,5.96672011784512,3,35.32,3.32252511970916,57.2533333333333,0.666766666666667,0.1096,0.869552393621523,88.8112932457078,0.434937251653137,7.06908293863357,-2.8,-5.33,16.6609842525937,1.22170065390414,0.775735666782221,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.270004272461,467.129999876022,1186.40000152588,759.229991018772,10.1983335415522,24.6733333269755,31.0766671498617,9.20666674772898,40.2833340962728,98.4949990113577,5.08166670799255,17.7699998219808
"39","W1","W","1","4",NA,"W1_4","SMT.4","SMT",2.30717745257143,0.340391784266703,7,38.616854195,26.0264689925875,2,712.161153074237,0.720337024500368,2,6.45447222222222,3,57.65,3.60390128369262,61.0596666666667,0.825,0.1683,0.831614142286827,79.2705379655999,0.433772618229455,5.30493625082601,-3.66,-5.53,19.0666544394418,1.28027449556543,0.809860736091592,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.270004272461,467.129999876022,1186.40000152588,759.229991018772,10.1983335415522,24.6733333269755,31.0766671498617,9.20666674772898,40.2833340962728,98.4949990113577,5.08166670799255,17.7699998219808
"40","W1","W","1","5",NA,"W1_5","SMT.5","SMT",2.106964479,0.319333255649017,6,32.8829240666667,2.01010140703131,3,238.482734528306,0.786466660212615,3,4.3764619047619,3,29.51,1.71640914658898,30.4013333333333,0.368333333333333,0.0677333333333333,0.858796571391328,83.4063839155205,0.403766017854215,6.58620619223541,NA,NA,17.1116853863142,1.23329278674324,0.641123152471349,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.270004272461,467.129999876022,1186.40000152588,759.229991018772,10.1983335415522,24.6733333269755,31.0766671498617,9.20666674772898,40.2833340962728,98.4949990113577,5.08166670799255,17.7699998219808
"41","W15","W","15","1",NA,"W15_1","SUG.1","SUG",2.3516600105,0.261844000525912,4,29.52978955,NA,2,664.210652511453,0.688667075020802,3,7.66513888888889,3,67.2633333333333,3.65064120094234,77.8496666666667,1.0189,0.2389,0.86577195446735,77.8866544445228,0.432501198120035,10.5417516710467,NA,NA,24.6923037061413,1.39256160998834,0.884520028483488,733.8575109,392.9775059,1193.297518,1014.252515,4.944791556,21.16574999,728.239999771118,519.760003089904,1248.0000038147,768.570013999939,8.1708333492279,22.2408330440521,34.8750003178914,15.1250001589457,50.0000006357829,111.718335151672,3.85999997456868,16.3700000445048
"42","W15","W","15","2",NA,"W15_2","SUG.2","SUG",1.69880719675,0.13712196660134,4,46.9169871566667,15.5389306057793,3,1123.56817851651,0.70375011946081,3,5.82505952380952,3,38.56,1.29550263498585,44.8263333333333,0.4781,0.0614333333333333,0.883939634133435,93.669517047961,0.447800578573837,7.80800231872168,-4.68,-5.06,30.0077203430732,1.47723300375443,0.765300367591608,733.8575109,392.9775059,1193.297518,1014.252515,4.944791556,21.16574999,728.239999771118,519.760003089904,1248.0000038147,768.570013999939,8.1708333492279,22.2408330440521,34.8750003178914,15.1250001589457,50.0000006357829,111.718335151672,3.85999997456868,16.3700000445048
