site.pop,site,pop,rep,ind.x,ind.id,pop.name,mkleaf,sdkleaf,nkleaf,mkstem,sdkstem,nkstem,mkstem.sa.l,mWD,nWD,mleafsize,nhub,mstemlength,mstemarea,mleafarea,mleafmass,mstemmass,mSLA,mLDMC,mml_ms,P50leaf,P50stem,mAl_As,log.Al_As,log.leafsize,cwd,aet,pet,ppt,tmn,tmx,cwd.2018wy,aet.2018wy,pet.2018wy,ppt.2018wy,tmn.2018wy,tmx.2018wy
W26,W,26,7,NA,W26_7,SMR,2.485391094,0.400695549,4,68.04476366,21.24709218,4,951.6799805,0.74364657,3,2.260233918,3,83.27333333,2.957128805,46,0.519166667,0.16,89.3598056,0.387752619,3.445318979,-4.007279734,-4,18.95126924,1.277638302,0.354153388,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.599998,345.6000028,1381.199997,294.3299987,9.929999948,24.52666672
W26,W,26,8,NA,W26_8,SMR,2.602164758,0.429238379,4,58.64349865,2.944801493,2,515.8256871,0.752662445,3,4.418003565,3,95.59333333,3.767842969,59.33333333,0.8099,0.363333333,73.16570157,0.468321879,2.250084175,-3.253676896,-4.2,16.74977839,1.224009065,0.645226062,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.599998,345.6000028,1381.199997,294.3299987,9.929999948,24.52666672
W3,W,3,1,NA,W3_1,LYN,1.689519924,0.472255105,4,28.94830385,7.040747126,3,369.9629703,0.701580577,3,7.057549858,3,76.81666667,6.730612097,88.66666667,1.498266667,0.480133333,59.77354974,0.469657168,3.723081481,-3.54,-4.87828408,13.45472583,1.128874853,0.848653955,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,2,NA,W3_2,LYN,1.579612085,0.130293094,4,46.30504415,10.42954075,3,1879.379969,0.665660034,2,6.105665349,3,50.63,3.172109735,84,1.2938,0.1949,65.09278748,0.500224754,8.247361834,-3.77,-5.183013614,26.00122359,1.414993786,0.785732997,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,3,NA,W3_3,LYN,1.81242745,0.487394837,4,52.62878264,17.97448026,2,322.9011058,0.755230511,3,8.137566138,3,83.89,6.604386977,97.33333333,1.573033333,0.521133333,63.38958703,0.475680726,3.628495292,NA,-5.6,12.15369882,1.08470847,0.910494531,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,4,NA,W3_4,LYN,1.416250994,0.078916369,4,30.12314192,7.285702624,3,795.5457076,0.774779263,2,5.303418803,3,58.13,2.975638021,68.66666667,1.118766667,0.253433333,61.44752698,0.495068992,4.43920514,-4.12,-4.83,25.49989842,1.40653845,0.724555924,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,7,NA,W3_7,LYN,1.985507689,0.196822192,3,24.71964865,5.987112622,2,519.2040316,0.705633589,3,6.666666667,3,39.32333333,3.822905199,49.66666667,0.7677,0.1975,65.52182676,0.483654989,3.841422593,NA,NA,16.34680443,1.213432867,0.823908741,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W1,W,1,6,NA,W1_6,SMT,NA,NA,NA,NA,NA,NA,NA,0.741603999,3,4.452930556,3,52.10333333,2.804412496,42.35,0.5391,0.1389,77.87951995,0.447678008,3.993664668,NA,-3.04,14.98890704,1.175769966,0.648645922,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.2700043,467.1299999,1186.400002,759.229991,10.19833354,24.67333333
W1,W,1,7,NA,W1_7,SMT,NA,NA,NA,NA,NA,NA,NA,0.75233629,6,5.321365909,5,40.8025,2.86288277,49.8602,0.67572,0.1457,75.94684714,0.417049594,4.933410288,NA,-5.16,17.43765809,1.241488158,0.726023123,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.2700043,467.1299999,1186.400002,759.229991,10.19833354,24.67333333
W15,W,15,4,NA,W15_4,SUG,NA,NA,NA,NA,NA,NA,NA,0.639456691,3,4.76020172,3,33.19333333,1.544386587,38.43433333,0.4344,0.064933333,89.21935937,0.40366466,7.26909672,NA,NA,26.30047187,1.41996354,0.677625357,733.8575109,392.9775059,1193.297518,1014.252515,4.944791556,21.16574999,728.2399998,519.7600031,1248.000004,768.570014,8.170833349,22.24083304
W16,W,16,4,NA,W16_4,SRD,NA,NA,NA,NA,NA,NA,NA,0.793235972,1,4.931928571,3,18.44333333,1.398023276,30.23166667,0.3726,0.045033333,83.94713804,0.414934969,8.851013867,NA,NA,24.90558487,1.396296745,0.693016778,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W16,W,16,7,NA,W16_7,SRD,NA,NA,NA,NA,NA,NA,NA,0.742462107,2,5.134212121,3,39.73333333,2.118390471,60.017,0.6593,0.1769,91.33695057,0.511532611,4.616262969,NA,-4.21,28.67796941,1.457548397,0.710473808,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W16,W,16,8,NA,W16_8,SRD,NA,NA,NA,NA,NA,NA,NA,0.705575222,3,4.93715303,3,58.5,3.048089548,63.22433333,0.6364,0.210366667,101.0180932,0.478486144,5.256727368,NA,NA,23.33619325,1.368030013,0.693476589,783.2500117,440.8900066,1264.467519,836.5575125,6.187958195,22.18125002,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W18,W,18,6,NA,W18_6,SON,NA,NA,NA,NA,NA,NA,NA,0.663224541,3,8.407738095,3,120.67,7.734889092,117.6666667,1.88,0.726666667,63.48223379,0.404150034,2.597419674,NA,-4.84,15.25977875,1.183548237,0.924679175,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W18,W,18,7,NA,W18_7,SON,NA,NA,NA,NA,NA,NA,NA,0.701061723,3,4.512626263,3,77.30333333,3.875416338,51.33333333,0.768133333,0.186666667,66.80711799,0.439226464,4.36974359,NA,-4.55,13.32406669,1.124636798,0.654429367,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W18,W,18,8,NA,W18_8,SON,NA,NA,NA,NA,NA,NA,NA,0.747503283,3,5.761849262,3,69.38666667,4.339874631,69.33333333,0.869266667,0.136666667,79.8545708,0.414520315,6.717360924,NA,-3.79,16.40850651,1.215069054,0.760561892,981.6850146,290.5950043,1284.692519,454.6725068,7.928645656,23.48758337,1019.620016,297.3799968,1317.000021,321.7599943,9.216666718,24.46499983
W22,W,22,1,NA,W22_1,SJR,NA,NA,NA,NA,NA,NA,NA,0.730872555,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.55,NA,NA,NA,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.829991,311.7699938,1405.599983,325.139994,9.708333373,25.4391667
W22,W,22,2,NA,W22_2,SJR,NA,NA,NA,NA,NA,NA,NA,0.754562618,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.26,NA,NA,NA,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.829991,311.7699938,1405.599983,325.139994,9.708333373,25.4391667
W22,W,22,6,NA,W22_6,SJR,NA,NA,NA,NA,NA,NA,NA,0.734848059,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.054783005,-3.34,NA,NA,NA,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.829991,311.7699938,1405.599983,325.139994,9.708333373,25.4391667
W26,W,26,5,NA,W26_5,SMR,NA,NA,NA,NA,NA,NA,NA,0.731951892,3,2.733012821,3,83.93666667,2.83505175,35.66666667,0.401333333,0.14,88.91282929,0.41152001,3.691182195,NA,-3.84,12.92613006,1.111468521,0.436641669,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.599998,345.6000028,1381.199997,294.3299987,9.929999948,24.52666672
W26,W,26,6,NA,W26_6,SMR,NA,NA,NA,NA,NA,NA,NA,0.703829031,3,3.262393162,3,139.6833333,3.388574196,43,0.4821,0.256666667,89.41389993,0.428867835,2.660280142,NA,NA,14.34067428,1.156569572,0.513536298,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.599998,345.6000028,1381.199997,294.3299987,9.929999948,24.52666672
W26,W,26,9,NA,W26_9,SMR,NA,NA,NA,NA,NA,NA,NA,0.745665633,3,3.212962963,3,105.8466667,2.763187818,35.33333333,0.5229,0.196666667,69.84732858,0.421258293,2.625200747,NA,-3.54,13.00799257,1.11421028,0.506905719,985.8075147,355.4100053,1351.91752,560.4525084,8.560978975,23.0505417,1035.599998,345.6000028,1381.199997,294.3299987,9.929999948,24.52666672
W3,W,3,5,NA,W3_5,LYN,NA,NA,NA,NA,NA,NA,NA,0.763571215,3,8.779054279,3,77.57666667,7.405647273,111,1.903566667,0.570366667,59.08375581,0.492287741,4.159291309,NA,NA,16.43630567,1.215804209,0.943447734,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,6,NA,W3_6,LYN,NA,NA,NA,NA,NA,NA,NA,0.772863959,3,8.848717949,3,81.99,6.093086954,95.33333333,1.6777,0.4568,58.38783085,0.50039369,4.332058578,NA,NA,16.37787858,1.214257647,0.946880352,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
W3,W,3,8,NA,W3_8,LYN,NA,NA,NA,NA,NA,NA,NA,0.723898119,2,6.166666667,3,46.93,4.397444317,90,1.441133333,0.293866667,65.8854657,0.4873357,6.47003766,NA,NA,20.6730594,1.315404752,0.790050474,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
H22,H,22,4,c,H22_4,SJR,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.365413255,3,74.03,2.919162075,53.45766667,0.6775,0.206433333,84.58415318,0.426798138,4.302612308,NA,NA,20.09890061,1.303172303,0.640025363,993.3000148,354.3625053,1367.29002,471.685007,7.802395659,24.51885417,1093.829991,311.7699938,1405.599983,325.139994,9.708333373,25.4391667
H3,H,3,4,b,H3_4,LYN,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.529240476,3,94.53666667,5.424660757,53.46433333,0.756333333,0.444666667,73.23670804,0.464934072,3.680667947,NA,NA,11.53102204,1.061867802,0.65602538,671.70251,456.0125068,1144.422517,849.1050127,7.29620817,22.08297918,684.149992,493.9500048,1178.1,704.2800003,9.753333449,22.9466664
H15,H,15,6,b,H15_6,SUG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.99564538,-6.45,NA,NA,NA,733.8575109,392.9775059,1193.297518,1014.252515,4.944791556,21.16574999,728.2399998,519.7600031,1248.000004,768.570014,8.170833349,22.24083304
W1,W,1,8,NA,W1_8,SMT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.235432923,NA,NA,NA,690.0800103,481.3300072,1174.547518,1221.930018,10.3815206,23.58504164,719.2700043,467.1299999,1186.400002,759.229991,10.19833354,24.67333333
